"W1","W2","W3","W4","W5","W6","W7","W8","T","Y","g0"
0,0,1,1,0,1,1,0,0,15.0114571761212,0.542397940774351
0,0,0,0,0,1,0,0,1,12.7378537726994,0.562176500885798
0,1,1,0,0,0,1,0,0,12.2127695414517,0.437823499114202
1,1,0,1,1,0,0,1,1,13.5420826713625,0.59145897843278
1,0,1,1,1,0,0,0,1,12.7166448369753,0.59145897843278
1,0,0,1,1,1,1,0,0,15.7009271082956,0.704745697998091
0,1,0,0,0,0,0,0,0,10.8868619900717,0.46257015465625
0,0,1,0,0,0,1,1,0,10.11961440758,0.48750260351579
0,0,0,0,0,0,1,1,0,11.4224270444628,0.53742984534375
0,0,1,0,0,0,1,0,0,11.3565274033005,0.48750260351579
0,1,1,0,0,0,1,0,0,11.9921945888872,0.437823499114202
0,1,0,0,1,1,1,1,0,16.8320395862139,0.679178699175393
0,0,1,0,0,0,1,0,1,13.8934468195897,0.48750260351579
0,1,1,1,0,0,1,0,1,14.2570315371082,0.442752145401444
1,0,1,1,1,1,1,1,1,16.236981289523,0.661503159202952
0,1,1,0,1,1,0,0,1,13.8366708620379,0.610639233949222
1,1,1,1,1,1,1,1,1,14.8857415264754,0.615383756391182
0,0,1,0,0,1,1,1,1,13.7570398567198,0.53742984534375
1,0,0,1,1,1,0,0,0,13.3180089856554,0.683520893736316
1,0,0,1,1,0,0,0,1,13.5187768872013,0.638763175148842
1,1,1,1,1,1,1,1,0,15.3226184353815,0.615383756391182
1,1,1,0,0,0,1,0,0,12.283275431152,0.41338242108267
0,0,1,0,0,1,1,0,1,12.6778953110496,0.53742984534375
1,0,1,0,0,0,0,0,0,9.82925018459486,0.437823499114202
0,0,1,0,0,0,1,0,0,11.4554412502316,0.48750260351579
1,0,0,0,0,0,1,0,0,10.3455272213404,0.51249739648421
0,0,1,0,0,0,1,0,1,12.5361139387181,0.48750260351579
1,1,0,0,1,1,0,0,0,14.5439966032331,0.634135591010801
0,0,0,0,0,0,0,0,0,11.4204391596783,0.51249739648421
1,1,1,0,0,0,1,0,0,12.5670957508481,0.41338242108267
0,0,1,0,0,1,0,0,1,14.3466557165351,0.51249739648421
1,0,0,1,1,0,1,0,0,13.1899348689682,0.661503159202952
0,0,0,0,0,0,1,0,1,12.1951713812842,0.53742984534375
1,1,0,0,0,0,0,1,0,11.6442584432929,0.437823499114202
1,0,1,1,0,0,0,0,0,12.8209571867048,0.442752145401444
1,1,0,1,1,1,1,1,1,17.0848040556151,0.661503159202952
1,1,1,1,1,1,1,1,1,14.5324783238673,0.615383756391182
0,0,1,1,0,0,1,0,0,13.4771323792317,0.49250056244938
1,0,0,1,1,1,0,0,1,17.1600155414912,0.683520893736316
0,0,0,0,0,0,0,0,1,9.66902911532446,0.51249739648421
0,0,0,1,1,1,1,1,1,14.7524169010708,0.725119497789823
0,0,1,0,1,1,0,0,1,12.7223505140018,0.657010462673499
0,1,1,0,0,0,1,1,1,12.1238077756993,0.437823499114202
0,0,1,0,0,1,1,0,1,12.4387289050657,0.53742984534375
1,0,1,1,1,1,1,1,1,15.6885016601065,0.661503159202952
0,1,0,1,1,0,1,1,1,12.5530258647969,0.638763175148842
0,0,0,0,0,0,1,0,0,12.4751662135056,0.53742984534375
0,0,1,0,0,0,1,0,1,10.5662968988027,0.48750260351579
1,1,1,1,1,1,0,0,0,14.3461976587766,0.59145897843278
0,0,0,0,0,1,0,0,0,11.972974514384,0.562176500885798
0,1,1,0,0,0,1,0,1,14.4596276855521,0.437823499114202
0,0,0,0,0,0,1,0,0,10.1327969804133,0.53742984534375
1,0,1,0,1,1,1,0,0,13.0702568007789,0.657010462673499
1,0,1,1,1,1,1,1,0,14.7346735281272,0.661503159202952
0,0,1,0,0,1,1,0,0,14.0274090493296,0.53742984534375
0,0,1,0,0,0,1,0,1,10.970561520184,0.48750260351579
0,0,1,0,0,0,1,0,1,12.0558963105539,0.48750260351579
0,0,0,1,0,0,1,0,0,11.1841216874686,0.542397940774351
1,1,1,1,1,1,1,1,1,16.9429813906275,0.615383756391182
0,1,1,0,0,0,0,0,1,12.0501958856185,0.41338242108267
0,0,1,0,1,0,1,0,1,12.0694090755267,0.634135591010801
0,1,0,0,1,1,1,0,0,15.1900315563448,0.679178699175393
0,1,1,0,0,0,1,1,1,13.4273465608211,0.437823499114202
1,1,1,1,0,1,1,1,1,14.585857787554,0.467545693612681
0,0,0,0,0,0,0,0,0,10.2443348811273,0.51249739648421
1,1,1,1,1,1,0,1,1,14.6688886724689,0.59145897843278
1,0,0,0,1,1,1,1,1,15.579280453961,0.700567142473973
0,0,1,0,0,0,0,1,0,10.8082907579017,0.46257015465625
0,1,0,1,1,1,0,1,1,15.9730507714072,0.661503159202952
0,1,1,0,0,0,1,1,0,10.3046145433706,0.437823499114202
0,0,1,0,0,0,1,0,1,11.7408149352208,0.48750260351579
1,1,1,0,0,0,1,0,1,15.1014381604983,0.41338242108267
1,0,0,0,1,1,1,1,1,14.9765978067743,0.700567142473973
1,1,1,0,0,1,1,1,0,16.4414161564179,0.46257015465625
1,1,1,0,1,1,1,1,0,16.5879422880066,0.610639233949222
1,0,1,1,1,1,1,0,1,16.8806101185174,0.661503159202952
1,0,0,1,0,0,1,0,1,14.8131257561591,0.51749285766639
0,1,1,0,0,0,0,1,1,11.6739075605717,0.41338242108267
1,0,1,1,0,1,1,1,0,15.5854131219828,0.51749285766639
0,0,0,0,0,1,0,0,0,12.5654085491753,0.562176500885798
0,1,0,0,0,0,0,0,1,11.7973628698033,0.46257015465625
1,1,0,1,1,1,0,1,0,14.3637244554772,0.638763175148842
1,1,1,1,1,0,0,0,1,12.3306379887828,0.542397940774351
1,1,0,0,0,0,0,1,1,12.2552985405061,0.437823499114202
1,1,1,1,1,1,1,0,1,15.9439918490273,0.615383756391182
1,1,0,1,0,0,1,1,1,13.2992727286205,0.467545693612681
0,1,0,1,1,1,0,1,1,13.8781154652596,0.661503159202952
1,0,0,1,1,1,0,0,1,14.6393237634374,0.683520893736316
1,0,1,0,1,1,1,1,1,14.4328605988585,0.657010462673499
0,0,1,0,1,1,1,0,0,13.9009230820931,0.679178699175393
1,1,0,1,1,1,1,0,1,18.0248161005163,0.661503159202952
0,0,1,0,0,0,1,0,1,10.6966496500213,0.48750260351579
1,1,1,1,1,1,1,1,0,15.6591097514958,0.615383756391182
1,0,0,1,1,1,0,0,0,14.4826459446281,0.683520893736316
1,1,1,1,0,0,1,0,0,15.2289101646074,0.418240623158164
1,0,0,0,0,0,0,0,0,10.3077144690069,0.48750260351579
1,1,1,1,1,0,1,1,0,14.3172465382811,0.567092904965454
0,1,0,0,0,0,1,0,0,11.6052182873778,0.48750260351579
0,0,1,0,0,1,0,0,0,11.1002943742765,0.51249739648421
0,0,1,0,0,0,1,1,1,12.2416039724933,0.48750260351579
0,0,1,0,0,0,1,0,0,12.0099523130141,0.48750260351579
1,1,0,1,1,1,0,0,1,15.1176898354445,0.638763175148842
0,0,0,0,0,0,1,0,0,11.3775208812709,0.53742984534375
1,1,1,0,1,1,1,1,1,17.1022848454184,0.610639233949222
0,1,1,1,1,1,0,1,1,13.7616333432011,0.615383756391182
0,0,1,0,1,1,0,0,1,13.4834915658755,0.657010462673499
0,0,1,0,0,0,1,0,1,11.3299938262545,0.48750260351579
0,1,1,0,0,0,0,1,0,9.21540177402462,0.41338242108267
1,0,0,1,1,1,1,0,0,15.7564879006561,0.704745697998091
1,1,1,0,0,0,1,1,1,14.4163214526757,0.41338242108267
1,0,1,1,1,1,1,1,1,14.9891659214649,0.661503159202952
1,0,1,0,0,1,1,0,0,13.8451153379351,0.51249739648421
1,0,1,1,0,1,1,1,1,15.9940251894118,0.51749285766639
1,1,0,1,1,1,1,0,1,15.9456122831298,0.661503159202952
1,0,0,1,1,1,0,0,1,15.8711361535258,0.683520893736316
1,0,0,0,1,1,1,1,1,14.1791085813038,0.700567142473973
0,0,1,1,0,1,1,1,0,14.9072091833633,0.542397940774351
1,1,1,1,1,1,1,1,1,18.1334329685205,0.615383756391182
1,0,1,1,1,0,1,0,0,11.2490941733088,0.615383756391182
1,0,1,0,1,1,1,0,1,15.1816905955703,0.657010462673499
1,0,0,0,0,0,1,0,0,11.2435905266684,0.51249739648421
1,1,0,1,1,1,0,1,0,15.8905510523545,0.638763175148842
0,1,0,0,0,0,1,1,1,13.6805334153413,0.48750260351579
1,0,1,1,1,1,0,0,1,15.3851344254674,0.638763175148842
1,0,1,1,1,1,1,0,0,13.4610059616171,0.661503159202952
1,1,1,0,0,0,1,1,1,15.2575924627817,0.41338242108267
1,1,1,1,1,1,1,1,1,16.8134107796888,0.615383756391182
1,1,0,0,1,0,1,1,1,15.0266946924872,0.610639233949222
1,0,1,1,1,1,1,0,0,14.7034826483527,0.661503159202952
0,0,0,0,0,0,1,0,0,10.9098506900851,0.53742984534375
1,1,0,0,1,0,0,0,0,10.9867719498528,0.58661757891733
1,0,1,1,1,1,0,0,1,13.4793646877963,0.638763175148842
0,1,0,0,0,0,1,1,0,11.0028709126695,0.48750260351579
1,1,0,0,1,1,0,1,0,14.7619381667814,0.634135591010801
0,1,0,0,0,0,1,0,0,11.0982837363214,0.48750260351579
1,0,1,0,1,1,0,0,1,14.1528826882717,0.634135591010801
1,1,1,1,0,0,0,0,0,13.6707659973168,0.394126331568239
0,0,1,0,1,1,1,1,1,12.1826217806598,0.679178699175393
1,1,1,1,1,1,1,0,1,15.6920454638257,0.615383756391182
1,0,1,1,0,0,1,0,0,11.8924597402488,0.467545693612681
0,0,1,0,0,0,1,0,0,9.89378114879718,0.48750260351579
0,0,0,1,0,0,0,0,1,13.2441729335605,0.51749285766639
0,1,0,0,0,0,0,0,1,11.5702768007694,0.46257015465625
0,1,1,0,1,0,0,0,1,13.2810501673118,0.562176500885798
1,1,0,1,1,1,1,1,1,15.7257250400757,0.661503159202952
1,1,0,1,1,1,0,0,1,14.2516060574504,0.638763175148842
0,0,0,0,0,0,0,0,1,11.4284827059747,0.51249739648421
1,1,0,1,1,0,0,0,0,13.7724473657822,0.59145897843278
1,0,0,1,1,1,1,1,1,14.4807516364433,0.704745697998091
1,1,1,0,0,0,0,1,0,11.1821704557291,0.389360766050778
1,0,1,1,1,0,1,0,0,14.7403612083728,0.615383756391182
0,1,1,0,0,0,1,0,0,11.4498515027653,0.437823499114202
0,0,1,0,0,0,1,0,0,11.2550964772819,0.48750260351579
1,1,0,1,1,1,0,1,1,15.6746096895211,0.638763175148842
1,1,0,1,1,1,1,0,1,14.7312606956826,0.661503159202952
0,1,0,0,0,0,1,0,0,11.8530987570079,0.48750260351579
1,0,1,1,1,0,1,1,0,11.2591970421886,0.615383756391182
0,1,1,0,0,0,1,0,0,11.4108991682366,0.437823499114202
1,0,0,0,0,0,0,0,0,11.5031550278426,0.48750260351579
1,1,1,0,1,1,1,0,1,15.5995949578852,0.610639233949222
1,0,0,1,1,0,0,0,1,13.6673831579852,0.638763175148842
1,1,0,0,0,0,1,1,0,13.4057948860012,0.46257015465625
0,1,1,0,0,0,1,0,0,11.3223448697001,0.437823499114202
1,0,0,1,1,1,1,1,1,17.2122719484253,0.704745697998091
0,0,1,0,0,0,0,0,0,9.66728660728787,0.46257015465625
1,1,0,1,1,1,0,1,1,15.2021382329404,0.638763175148842
1,1,0,1,1,1,1,0,1,16.2154152993457,0.661503159202952
1,1,0,0,0,0,1,1,0,14.1924610587402,0.46257015465625
0,1,0,0,0,0,1,0,0,13.0461253863543,0.48750260351579
1,1,0,1,1,1,0,0,0,15.042191869078,0.638763175148842
1,1,1,1,1,0,1,0,0,14.4340595514846,0.567092904965454
1,1,0,0,0,1,0,0,1,15.3098865696092,0.48750260351579
1,1,0,1,1,1,1,1,0,14.6676973853071,0.661503159202952
1,0,0,0,0,1,0,0,1,15.2966642441007,0.53742984534375
0,0,0,0,0,0,1,1,1,13.9169982856241,0.53742984534375
1,1,0,0,1,1,1,1,1,15.8889710943434,0.657010462673499
1,1,0,1,1,0,0,0,0,11.4304972842027,0.59145897843278
0,1,1,0,0,0,1,0,1,13.1128954409784,0.437823499114202
1,1,1,0,1,1,1,1,0,15.6376459502972,0.610639233949222
1,0,1,1,1,1,1,0,1,16.6699350775676,0.661503159202952
0,0,0,0,0,0,0,0,1,11.9040046499384,0.51249739648421
1,1,0,0,1,1,0,1,1,15.9345300983243,0.634135591010801
1,1,0,1,1,1,0,1,1,16.5563861093564,0.638763175148842
0,0,0,0,0,0,1,0,0,11.8195764146838,0.53742984534375
0,0,1,0,0,0,1,1,0,10.3303429858371,0.48750260351579
1,0,1,0,0,0,1,0,1,13.2913286736243,0.46257015465625
0,0,0,0,1,1,0,0,1,13.0592311413241,0.700567142473973
1,1,0,1,1,1,1,0,1,17.5000220812315,0.661503159202952
1,1,1,1,1,0,1,0,0,14.2315390483569,0.567092904965454
0,0,1,0,0,0,1,0,1,12.7578092605744,0.48750260351579
1,0,0,1,1,1,0,0,1,16.9738470231821,0.683520893736316
1,1,0,0,0,0,0,0,0,10.7738380562555,0.437823499114202
0,0,1,0,0,0,1,0,0,7.79416587209875,0.48750260351579
1,1,0,1,1,1,0,1,1,15.2529066863465,0.638763175148842
1,1,0,0,1,1,1,1,1,18.7899335816133,0.657010462673499
1,0,0,1,1,1,0,0,1,14.5215394643947,0.683520893736316
1,0,1,1,1,0,0,0,0,11.9267971060849,0.59145897843278
0,0,1,1,1,1,0,1,1,14.7286875750911,0.661503159202952
0,1,1,0,0,0,0,0,1,12.9537671797101,0.41338242108267
1,0,0,0,0,0,0,1,0,10.5819754356798,0.48750260351579
1,0,1,1,1,1,0,1,1,15.8238599949627,0.638763175148842
0,1,1,1,1,0,1,1,0,12.2560351848745,0.59145897843278
0,1,1,0,0,0,1,0,0,13.2404305023403,0.437823499114202
0,1,1,0,0,0,1,0,1,12.4947410630117,0.437823499114202
0,1,1,1,1,1,1,0,1,15.8144045121878,0.638763175148842
0,1,0,0,0,0,1,0,0,9.85240409531995,0.48750260351579
0,1,1,0,1,1,1,0,0,13.2660168782606,0.634135591010801
1,0,0,0,0,0,1,0,0,10.2766034939055,0.51249739648421
0,0,1,0,0,1,1,0,1,16.2891335342268,0.53742984534375
0,1,0,0,1,1,1,1,1,13.3895471914103,0.679178699175393
0,1,1,0,0,0,1,1,0,10.1660690177373,0.437823499114202
0,1,1,0,0,0,1,1,0,9.52913863105343,0.437823499114202
1,1,0,1,1,1,0,0,1,17.0991395586636,0.638763175148842
0,1,0,0,0,0,1,0,1,12.4709895732801,0.48750260351579
1,1,0,1,0,0,1,0,1,14.6340659391791,0.467545693612681
1,1,0,1,1,0,0,1,1,14.6863908613456,0.59145897843278
1,1,1,0,1,1,0,0,1,14.5714489983916,0.58661757891733
0,0,0,0,0,0,0,0,0,10.161853263019,0.51249739648421
0,0,1,0,0,0,1,1,1,12.8773382143508,0.48750260351579
0,1,1,0,1,1,0,1,1,16.0179777471516,0.610639233949222
0,0,1,1,0,1,1,1,0,14.8475534161079,0.542397940774351
0,0,0,0,0,0,1,0,1,12.1460881176094,0.53742984534375
1,0,0,1,0,0,0,0,0,12.8453079465503,0.49250056244938
0,0,1,0,0,0,1,0,1,12.1504872085018,0.48750260351579
0,0,1,0,0,1,0,1,1,12.6413826027152,0.51249739648421
1,1,1,0,0,0,0,0,1,12.8250879210901,0.389360766050778
0,1,0,0,0,0,1,1,0,11.7841524934849,0.48750260351579
0,1,0,0,0,1,1,0,1,17.1427927835159,0.53742984534375
0,0,0,1,0,0,0,0,0,12.466272151269,0.51749285766639
1,0,1,1,1,1,0,1,0,14.1033087068597,0.638763175148842
0,1,1,0,0,0,0,0,1,13.8800871102565,0.41338242108267
1,0,0,1,1,1,0,1,0,14.321107995356,0.683520893736316
1,0,1,1,1,1,0,0,0,13.4943932275158,0.638763175148842
0,1,1,0,0,0,1,0,1,14.9442463240768,0.437823499114202
1,0,0,0,0,0,0,0,1,13.3027879184868,0.48750260351579
0,0,0,1,0,0,1,0,0,11.7713585738243,0.542397940774351
1,1,0,1,1,1,1,1,0,15.636525243108,0.661503159202952
0,1,0,0,0,0,1,1,0,12.273600319546,0.48750260351579
0,1,1,0,0,0,1,0,1,11.2373851102601,0.437823499114202
1,1,1,1,1,0,1,1,1,16.0133767192899,0.567092904965454
1,0,0,1,1,1,1,1,1,15.689642279173,0.704745697998091
0,0,0,0,0,0,0,0,0,9.75515824851924,0.51249739648421
1,1,0,1,1,1,0,1,0,15.0206241079759,0.638763175148842
1,1,1,0,0,0,1,0,0,11.7556539794685,0.41338242108267
1,1,0,1,1,1,0,0,1,17.7616026307629,0.638763175148842
1,1,0,0,0,0,0,0,0,12.1462755798861,0.437823499114202
1,0,1,0,0,0,1,1,1,13.5591610882182,0.46257015465625
0,0,1,1,0,1,1,0,1,18.1220461082419,0.542397940774351
0,1,0,0,0,0,0,1,0,10.5565353268031,0.46257015465625
0,0,0,0,0,0,1,0,1,10.9501482162252,0.53742984534375
1,1,0,0,1,0,1,1,1,13.089300058537,0.610639233949222
1,1,0,1,1,1,0,0,1,14.078335014338,0.638763175148842
1,1,1,1,1,1,1,1,1,16.2090708716259,0.615383756391182
0,1,1,0,0,0,0,0,0,11.0009560271857,0.41338242108267
1,0,0,1,1,1,1,0,1,16.2968139935103,0.704745697998091
0,0,0,0,0,0,1,0,0,11.9706512267016,0.53742984534375
0,1,1,0,0,0,0,0,0,9.34488099026696,0.41338242108267
1,1,1,1,1,1,1,1,0,16.1571315802341,0.615383756391182
0,1,1,1,0,0,1,0,1,12.7542091713941,0.442752145401444
0,1,1,1,1,1,0,1,0,12.7495676958177,0.615383756391182
1,1,0,1,1,0,0,0,1,14.0016340850329,0.59145897843278
0,0,0,0,0,0,1,0,1,11.4623761722389,0.53742984534375
1,1,1,0,0,0,1,0,0,14.3732987250862,0.41338242108267
0,0,0,0,0,1,1,1,0,14.0643229568451,0.58661757891733
1,0,0,0,0,0,1,0,0,13.0077539754409,0.51249739648421
0,1,1,0,0,0,0,0,0,11.0377878410969,0.41338242108267
0,0,1,1,0,1,1,0,1,16.2204540708342,0.542397940774351
1,1,0,1,1,0,0,1,1,13.1826636276349,0.59145897843278
1,1,0,1,1,1,0,1,1,14.8138683445185,0.638763175148842
1,0,1,1,0,0,1,1,0,12.4904862977656,0.467545693612681
1,0,1,1,0,1,1,1,0,15.2355621400845,0.51749285766639
1,1,0,0,0,0,1,1,1,13.0350508295424,0.46257015465625
1,1,0,1,1,0,1,1,1,15.600818651267,0.615383756391182
0,1,0,0,0,0,1,1,1,12.8833750228194,0.48750260351579
0,1,0,1,1,0,0,0,1,13.023923887274,0.615383756391182
1,1,1,0,0,0,1,1,1,13.8653600747034,0.41338242108267
1,1,1,1,1,1,0,0,1,17.2243578672534,0.59145897843278
1,1,1,1,1,1,0,0,0,13.4375540405933,0.59145897843278
1,1,1,1,1,1,1,1,0,16.3132006812395,0.615383756391182
1,0,0,1,0,1,1,0,1,14.781702319806,0.567092904965454
1,1,1,1,1,1,1,0,0,16.0859444273733,0.615383756391182
1,1,1,1,1,1,1,1,0,15.517565926246,0.615383756391182
0,1,1,0,0,0,1,1,0,11.0690791454759,0.437823499114202
1,1,0,0,0,0,0,1,0,10.5276673913784,0.437823499114202
1,1,0,0,0,0,1,0,0,11.6980390076603,0.46257015465625
1,1,1,1,1,1,1,1,0,17.479975378827,0.615383756391182
1,1,1,0,1,1,1,0,1,16.7494804826444,0.610639233949222
0,0,1,1,0,0,1,0,0,12.3939903704241,0.49250056244938
0,1,1,0,0,1,0,0,0,14.7065357942781,0.46257015465625
1,1,0,0,1,1,0,1,1,15.5360500062511,0.634135591010801
0,0,1,0,0,0,1,0,1,11.1871870959609,0.48750260351579
1,0,1,1,1,1,1,0,0,16.3376247521719,0.661503159202952
0,1,1,0,0,0,1,1,1,15.1231472429195,0.437823499114202
0,0,0,0,0,1,0,0,0,11.3226267359574,0.562176500885798
0,1,1,0,1,0,1,0,1,12.2736429988773,0.58661757891733
1,1,0,1,1,1,1,1,1,18.1363797124567,0.661503159202952
0,1,0,0,0,1,1,0,0,13.6881300651747,0.53742984534375
0,0,0,0,0,0,1,0,0,11.0109767887004,0.53742984534375
0,0,0,0,0,0,0,0,1,12.1636740763931,0.51249739648421
0,0,1,0,0,0,0,0,1,11.2238481459171,0.46257015465625
0,0,1,0,0,0,1,0,0,10.8820979711305,0.48750260351579
1,0,1,0,1,0,0,0,0,12.2442747108904,0.58661757891733
0,0,1,0,1,0,0,0,1,10.2952776248623,0.610639233949222
0,0,1,0,0,0,1,0,1,11.8694980251113,0.48750260351579
1,1,0,1,1,1,0,1,1,16.1287180721144,0.638763175148842
0,0,1,0,0,0,0,0,0,9.68611937258994,0.46257015465625
0,0,0,0,0,0,1,0,0,10.3623764103541,0.53742984534375
1,0,1,1,1,0,1,0,0,13.0349648611578,0.615383756391182
1,1,1,1,1,1,0,1,0,13.3429840456017,0.59145897843278
1,0,0,0,0,1,0,1,0,12.2220289947306,0.53742984534375
1,1,0,0,0,0,0,0,0,10.4385303039153,0.437823499114202
1,0,1,0,0,0,1,0,0,13.3380517188996,0.46257015465625
1,1,0,0,0,0,1,1,0,13.7529602414692,0.46257015465625
0,1,0,0,0,0,1,1,1,12.2077821366964,0.48750260351579
1,0,0,0,1,1,0,1,0,14.1429878622561,0.679178699175393
1,1,0,0,0,1,1,1,1,17.8567134381621,0.51249739648421
1,1,0,1,1,1,0,1,1,16.991817237367,0.638763175148842
1,0,1,0,0,0,0,0,1,13.2162117856823,0.437823499114202
0,0,0,0,0,1,1,1,0,12.8031896344633,0.58661757891733
1,0,0,0,1,0,1,1,1,12.4961123807079,0.657010462673499
1,1,0,0,1,1,0,1,0,16.3263356977016,0.634135591010801
1,1,1,1,1,1,1,0,1,16.4989050422231,0.615383756391182
1,0,1,1,0,0,1,0,0,14.660914994218,0.467545693612681
0,1,0,0,0,0,0,1,0,12.0007659959489,0.46257015465625
1,1,0,1,1,1,0,0,1,15.8975029524205,0.638763175148842
0,1,0,1,1,1,1,1,1,14.8685858414766,0.683520893736316
1,0,0,1,0,0,0,0,1,10.2583365550953,0.49250056244938
0,1,0,0,1,1,0,1,1,14.6171114852326,0.657010462673499
0,1,0,0,0,0,0,0,0,10.2790387753593,0.46257015465625
0,1,1,0,0,0,1,0,1,13.4395680276548,0.437823499114202
1,1,1,1,1,1,1,1,0,14.2159372977413,0.615383756391182
1,0,1,1,1,1,0,1,1,16.2074879701867,0.638763175148842
1,1,0,1,1,1,0,1,0,16.2842528655731,0.638763175148842
1,0,1,0,1,0,1,0,1,11.4362179561028,0.610639233949222
0,1,0,0,0,0,0,1,0,10.0904458564125,0.46257015465625
0,1,0,0,0,0,1,0,0,10.8026527591171,0.48750260351579
0,1,0,0,0,0,1,0,1,15.1999935773644,0.48750260351579
0,0,1,0,0,0,1,0,0,9.69885903389754,0.48750260351579
0,0,0,0,1,0,1,0,1,11.9469972343948,0.679178699175393
0,0,1,0,0,1,1,1,0,13.7677965991269,0.53742984534375
1,1,0,0,1,1,1,1,0,14.6660411476026,0.657010462673499
1,1,1,1,1,1,0,0,1,17.6085250828516,0.59145897843278
0,0,1,0,0,0,1,0,1,12.0226636338301,0.48750260351579
1,0,1,1,1,1,1,1,0,13.6604477703764,0.661503159202952
1,0,1,0,0,1,0,1,1,15.3973437375818,0.48750260351579
1,1,1,1,1,1,1,1,1,18.0833693041132,0.615383756391182
0,1,0,0,0,0,1,0,1,12.7660833349786,0.48750260351579
0,0,0,0,0,0,1,0,0,10.4031368814487,0.53742984534375
1,1,0,1,1,0,0,0,0,12.3661636818892,0.59145897843278
0,0,1,0,0,0,0,0,0,9.65580389672014,0.46257015465625
0,0,0,0,0,0,1,0,1,12.2616754856797,0.53742984534375
0,0,1,0,0,0,1,0,0,11.6383019857937,0.48750260351579
1,0,1,0,0,0,1,0,1,13.2613672214166,0.46257015465625
1,0,0,1,1,1,1,1,0,14.1874752257463,0.704745697998091
1,1,0,1,1,1,1,1,0,15.6998195931476,0.661503159202952
1,1,0,1,1,1,1,0,1,15.9130387016918,0.661503159202952
1,1,0,0,1,1,1,1,1,15.7317395489107,0.657010462673499
1,1,1,1,1,0,1,1,0,14.0065750491172,0.567092904965454
0,0,0,1,0,0,1,0,0,12.2857251781855,0.542397940774351
0,1,1,0,0,1,1,0,1,15.1565668365447,0.48750260351579
0,1,0,0,0,1,0,1,0,14.4550423988363,0.51249739648421
1,1,1,1,0,1,1,1,0,17.2756031460131,0.467545693612681
0,0,0,0,0,0,1,0,1,11.7512201069298,0.53742984534375
0,1,1,1,1,1,1,1,1,14.8444174879809,0.638763175148842
0,1,1,1,0,0,1,0,1,12.0309774365318,0.442752145401444
1,1,1,0,1,1,1,0,0,15.1537129731243,0.610639233949222
0,0,0,1,0,1,0,0,1,12.474685486896,0.567092904965454
1,0,0,1,1,1,1,0,1,17.957662986023,0.704745697998091
1,0,0,0,0,0,1,0,0,12.4501272722211,0.51249739648421
1,0,0,1,0,0,0,1,1,11.3108121621554,0.49250056244938
0,1,1,1,1,1,1,1,1,16.2364700986317,0.638763175148842
0,0,0,0,0,0,0,0,1,13.7350983408147,0.51249739648421
0,0,0,0,0,1,1,1,0,12.7049267642332,0.58661757891733
1,1,1,1,1,1,1,0,1,17.7335220563363,0.615383756391182
1,1,0,0,1,1,1,1,0,15.399178116103,0.657010462673499
0,1,1,0,0,0,0,0,0,12.3587350605489,0.41338242108267
1,1,1,0,0,0,0,1,0,11.1862679466719,0.389360766050778
0,0,1,0,0,0,1,0,1,13.0225174151567,0.48750260351579
0,0,0,0,0,0,0,0,1,10.5738695989321,0.51249739648421
0,0,0,0,0,0,1,0,1,12.7471479244426,0.53742984534375
0,1,1,0,0,1,1,0,0,15.773325272879,0.48750260351579
0,1,1,0,1,1,1,1,0,15.5774061913139,0.634135591010801
1,0,1,1,0,0,1,0,1,14.4880033865262,0.467545693612681
1,1,1,1,0,1,1,1,0,15.4125777649869,0.467545693612681
0,1,1,0,0,0,1,0,0,11.217192279053,0.437823499114202
1,0,1,0,0,1,0,1,0,12.7919469514271,0.48750260351579
0,1,1,0,0,1,1,1,1,15.8536909467135,0.48750260351579
0,1,1,1,1,1,1,1,0,14.1043983674088,0.638763175148842
1,0,1,0,0,0,1,0,0,10.7270767793055,0.46257015465625
0,1,0,1,0,0,1,0,1,15.0296044496801,0.49250056244938
1,0,0,0,0,0,1,0,0,12.462943999742,0.51249739648421
1,0,1,1,1,0,1,0,1,13.1156891085404,0.615383756391182
0,0,1,0,0,0,1,0,0,11.4061372344417,0.48750260351579
1,1,0,1,1,0,0,0,1,15.8809039607323,0.59145897843278
0,1,1,1,0,0,1,0,1,14.4400530035552,0.442752145401444
0,1,1,1,1,1,0,1,0,14.4823200379905,0.615383756391182
0,1,0,0,0,0,0,0,0,8.75864989094606,0.46257015465625
0,1,1,0,0,0,1,0,0,11.1316309963812,0.437823499114202
0,1,0,0,0,1,0,1,1,14.130122801863,0.51249739648421
0,0,1,1,1,0,1,0,1,13.1370124280359,0.638763175148842
0,1,0,0,0,0,0,0,1,12.000588658013,0.46257015465625
0,1,0,0,0,0,1,1,1,12.2866917939625,0.48750260351579
0,0,0,0,0,0,1,0,0,11.6758050678208,0.53742984534375
0,1,0,0,0,0,0,0,0,13.2824031115791,0.46257015465625
0,0,1,1,1,1,0,1,0,13.7265562499087,0.661503159202952
0,1,1,0,0,1,1,0,0,14.5458922596231,0.48750260351579
0,1,0,0,0,1,0,0,1,15.6212285337945,0.51249739648421
0,0,1,0,1,1,0,0,1,13.3471700858668,0.657010462673499
1,0,1,1,1,1,0,0,1,14.203106912473,0.638763175148842
0,0,0,0,0,0,1,0,1,13.2669294004097,0.53742984534375
1,1,1,0,0,0,1,0,0,11.8143571744778,0.41338242108267
